id_mutation,valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,code_postal,latitude,longitude,type_local,arrondissement,price_per_m2,distance_to_center,neighborhood_cluster,month
2024-1209010,1250000.0,117.0,5.0,75012,48.846485,2.372432,Appartement,12,10683.760683760684,1.7941163108974658,7,7
2024-1209011,1971000.0,85.0,3.0,75007,48.852695,2.328246,Appartement,7,23188.235294117647,1.592008473784685,3,7
2024-1209012,495000.0,34.0,2.0,75007,48.853767,2.325531,Appartement,7,14558.823529411764,1.7923032938611978,3,7
2024-1209014,719500.0,71.0,3.0,75011,48.86859,2.367985,Appartement,11,10133.802816901409,2.176264582566009,7,7
2024-1209015,175000.0,24.0,1.0,75011,48.863914,2.373083,Appartement,11,7291.666666666667,2.079536328703802,7,7
2024-1209016,180000.0,18.0,1.0,75012,48.844955,2.381711,Appartement,12,10000.0,2.486807206463149,2,6
2024-1209017,617900.0,66.0,3.0,75012,48.843398,2.395354,Appartement,12,9362.121212121212,3.486189349343092,2,7
2024-1209018,575000.0,66.0,3.0,75013,48.827961,2.357564,Appartement,13,8712.121212121212,2.838706600888276,5,6
2024-1209019,182000.0,20.0,2.0,75012,48.846331,2.38252,Appartement,12,9100.0,2.4923749320941844,2,7
2024-1209021,646000.0,77.0,3.0,75015,48.835838,2.305464,Appartement,15,8389.61038961039,3.776660825208071,1,7
2024-1209022,268000.0,32.0,1.0,75011,48.854422,2.371138,Appartement,11,8375.0,1.5546124653447249,7,7
2024-1209023,282600.0,31.0,1.0,75012,48.847043,2.378781,Appartement,12,9116.129032258064,2.207618545155298,2,7
2024-1209024,3915804.8,11.375,1.0,75013,48.822905,2.356902,Appartement,13,344246.5758241758,3.3843219644017744,5,6
2024-1209025,320000.0,30.0,1.0,75014,48.832317,2.335956,Appartement,14,10666.666666666666,2.519038016824501,3,7
2024-1209026,765000.0,107.0,5.0,75014,48.824982,2.319404,Appartement,14,7149.532710280374,3.8366775934562094,3,7
2024-1209028,320000.0,34.0,2.0,75013,48.832208,2.347001,Appartement,13,9411.764705882351,2.322358362521852,5,6
2024-1209030,432000.0,41.0,2.0,75014,48.837148,2.323452,Appartement,14,10536.585365853658,2.623181431995261,3,6
2024-1209032,291500.0,24.0,2.0,75014,48.831596,2.322985,Appartement,14,12145.833333333334,3.09402013390214,3,6
2024-1209034,10000.0,80.0,3.0,75005,48.837689,2.350391,Appartement,5,125.0,1.7027459303660646,5,7
2024-1209035,327250.0,32.0,2.0,75011,48.855245,2.383868,Appartement,11,10226.5625,2.490456307183202,2,7
2024-1209036,644230.0,77.0,3.0,75011,48.852563,2.396255,Appartement,11,8366.623376623376,3.384633886907828,2,7
2024-1209037,582000.0,62.0,3.0,75015,48.832678,2.306649,Appartement,15,9387.09677419355,3.89495091950563,1,7
2024-1209038,630000.0,40.0,3.0,75007,48.857285,2.317146,Appartement,7,15750.0,2.4504458437423287,3,6
2024-1209040,1250000.0,74.0,4.0,75007,48.858958,2.298698,Appartement,7,16891.891891891893,3.811333811417175,1,7
2024-1209042,265000.0,35.0,2.0,75011,48.853447,2.393272,Appartement,11,7571.428571428572,3.1663936043160783,2,7
2024-1209043,545000.0,65.0,3.0,75012,48.846668,2.395167,Appartement,12,8384.615384615385,3.379043873908281,2,7
2024-1209044,450000.0,72.0,3.0,75005,48.84185,2.339532,Appartement,5,6250.0,1.4573572661423522,3,7
2024-1209045,433500.0,45.0,2.0,75015,48.843443,2.285746,Appartement,15,9633.333333333334,4.820226670403651,1,7
2024-1209046,3921400.0,102.0,3.0,75006,48.854271,2.335415,Appartement,6,38445.098039215685,1.0764235067816672,3,6
2024-1209048,285460.0,36.0,1.0,75011,48.854404,2.381466,Appartement,11,7929.444444444444,2.3074807177932235,2,6
2024-1209049,2250000.0,100.0,4.0,75006,48.849334,2.326985,Appartement,6,22500.0,1.7326024692801592,3,7
2024-1209050,936000.0,102.0,5.0,75013,48.820082,2.345656,Appartement,13,9176.470588235294,3.674096603731272,5,7
2024-1209051,205000.0,18.0,1.0,75014,48.828832,2.321081,Appartement,14,11388.888888888889,3.4206693013800527,3,7
2024-1209053,405000.0,50.0,2.0,75015,48.833781,2.288476,Appartement,15,8100.0,4.983742939907205,1,7
2024-1209055,441550.0,35.0,1.0,75012,48.850005,2.373194,Appartement,12,12615.714285714286,1.7294194776186382,7,7
2024-1209057,301000.0,30.0,2.0,75016,48.852902,2.266957,Appartement,16,10033.333333333334,6.075898279155118,6,6
2024-1209059,504000.0,29.0,2.5,75005,48.852938,2.346258,Appartement,5,17379.310344827587,0.2738722664511627,5,6
2024-1209061,935000.0,93.0,4.0,75015,48.847348,2.287063,Appartement,15,10053.763440860215,4.647764383192203,1,7
2024-1209062,790000.0,78.0,4.0,75014,48.830867,2.333321,Appartement,14,10128.205128205129,2.7471364774122,3,7
2024-1209063,2700000.0,195.0,4.0,75007,48.847441,2.307577,Appartement,7,13846.153846153846,3.1650202833371823,1,6
2024-1209064,385000.0,45.0,3.0,75013,48.829566,2.372197,Appartement,13,8555.555555555555,3.0706153894643,5,7
2024-1209067,254807.0,28.0,1.0,75012,48.843379,2.402849,Appartement,12,9100.25,4.012344715018747,2,6
2024-1209068,225000.0,24.0,1.0,75015,48.846218,2.302823,Appartement,15,9375.0,3.5333764528459266,1,7
2024-1209069,295000.0,34.0,1.0,75013,48.821917,2.359413,Appartement,13,8676.470588235294,3.524262629195325,5,7
2024-1209071,18000.0,52.5,3.0,75015,48.844699,2.308468,Appartement,15,342.85714285714283,3.1760462600033783,1,6
2024-1209072,208200.0,20.0,1.0,75005,48.840886,2.349974,Appartement,5,10410.0,1.3470166849465788,5,7
2024-1209073,269200.0,20.0,1.0,75005,48.844459,2.355282,Appartement,5,13460.0,1.0253473482385986,5,7
2024-1209074,469920.0,47.0,2.0,75014,48.824905,2.338445,Appartement,14,9998.297872340425,3.236457725619506,5,7
2024-1209075,715300.0,61.0,3.0,75012,48.837334,2.406571,Appartement,12,11726.22950819672,4.49127508554534,2,6
2024-1209076,95000.0,10.0,1.0,75011,48.855827,2.386986,Appartement,11,9500.0,2.7242199671046725,2,5
2024-1209077,319656.0,36.0,3.0,75014,48.829302,2.332607,Appartement,14,8879.333333333334,2.926419806354493,3,7
2024-1209078,315000.0,35.0,2.0,75014,48.827314,2.334562,Appartement,14,9000.0,3.071497945170818,3,7
2024-1209080,4044700.0,234.0,7.0,75016,48.86366,2.27807,Appartement,16,17285.042735042734,5.394083200186056,6,6
2024-1209081,54000.0,31.0,1.0,75015,48.840673,2.2837,Appartement,15,1741.9354838709678,5.041386456538319,6,7
2024-1209084,1005140.0,57.0,3.0,75006,48.850541,2.325436,Appartement,6,17634.035087719298,1.817961493309524,3,7
2024-1209086,312000.0,25.0,1.0,75016,48.866135,2.292144,Appartement,16,12480.0,4.477422881109459,9,6
2024-1209087,190000.0,22.0,1.0,75014,48.823775,2.328328,Appartement,14,8636.363636363636,3.6160886088072313,3,7
2024-1209088,500000.0,51.0,2.0,75014,48.824599,2.329043,Appartement,14,9803.921568627453,3.5107968147633666,3,7
2024-1209090,85000.0,10.0,1.0,75014,48.832413,2.31969,Appartement,14,8500.0,3.1875188818743205,3,7
2024-1209091,536650.0,63.0,3.0,75014,48.825631,2.322418,Appartement,14,8518.253968253968,3.651902718109039,3,6
2024-1209092,175000.0,26.0,1.0,75012,48.850506,2.369456,Appartement,12,6730.769230769231,1.450304276544265,7,7
2024-1209095,740000.0,91.0,5.0,75015,48.835119,2.291682,Appartement,15,8131.868131868132,4.708066277366556,1,6
2024-1209096,1309930.0,94.0,4.0,75013,48.82757,2.347525,Appartement,13,13935.425531914894,2.833482305613957,5,6
2024-1209097,345000.0,11.0,1.0,75016,48.867905,2.275711,Appartement,16,31363.636363636364,5.681683878244455,6,7
2024-1209099,1062900.0,60.0,4.0,75005,48.84669,2.341371,Appartement,5,17715.0,0.9438991333068606,3,6
2024-1209100,620000.0,80.0,3.0,75015,48.840548,2.313211,Appartement,15,7750.0,3.027224570193359,3,7
2024-1209101,380952.0,44.0,2.0,75013,48.822873,2.35921,Appartement,13,8658.0,3.4171111799439013,5,7
2024-1209102,1157800.0,119.0,5.0,75016,48.839485,2.259957,Appartement,16,9729.411764705885,6.758136274766962,6,7
2024-1209103,872000.0,89.0,5.0,75011,48.856135,2.390027,Appartement,11,9797.752808988764,2.9491785440771103,2,7
2024-1209105,374000.0,30.0,1.0,75007,48.856079,2.324114,Appartement,7,12466.666666666666,1.924600961807727,3,7
2024-1209106,760000.0,87.0,4.0,75015,48.854125,2.29416,Appartement,15,8735.632183908046,4.087430370870577,1,7
2024-1209107,710000.0,62.0,3.0,75012,48.835172,2.403953,Appartement,12,11451.612903225809,4.4179332533439055,2,7
2024-1209108,153900.0,13.0,1.0,75015,48.840557,2.281187,Appartement,15,11838.46153846154,5.221994533844023,6,7
2024-1209110,2405300.0,154.0,6.0,75016,48.863098,2.27672,Appartement,16,15618.83116883117,5.477352955833146,6,6
2024-1209111,635000.0,42.0,1.0,75016,48.871955,2.286709,Appartement,16,15119.047619047618,5.087025229339061,9,7
2024-1209112,140000.0,15.0,1.0,75013,48.838166,2.359846,Appartement,13,9333.333333333334,1.7999579263193082,5,6
2024-1209113,469000.0,50.0,2.0,75014,48.82723,2.329514,Appartement,14,9380.0,3.2340090618363524,3,7
2024-1209116,1270000.0,113.0,3.0,75012,48.841341,2.402071,Appartement,12,11238.938053097345,4.024757305396378,2,7
2024-1209117,640000.0,36.0,3.0,75015,48.844381,2.309523,Appartement,15,17777.777777777777,3.11297612203405,1,6
2024-1209120,315900.0,28.0,2.0,75016,48.856404,2.279092,Appartement,16,11282.142857142857,5.201632638665169,6,7
2024-1209121,460000.0,70.0,4.0,75007,48.854991,2.325293,Appartement,7,6571.428571428572,1.8211707043346,3,7
2024-1209124,276880.0,72.0,3.0,75005,48.84185,2.339532,Appartement,5,3845.555555555556,1.4573572661423522,3,7
2024-1209125,560000.0,60.0,3.0,75011,48.853317,2.39244,Appartement,11,9333.333333333334,3.1053341365271847,2,7
2024-1209126,420000.0,29.0,2.0,75011,48.864999,2.373213,Appartement,11,14482.758620689656,2.1596305562212006,7,7
2024-1209127,242000.0,24.0,1.0,75011,48.869688,2.374221,Appartement,11,10083.333333333334,2.5656905804327423,7,7
2024-1209128,370200.0,43.0,2.0,75013,48.831275,2.368603,Appartement,13,8609.302325581395,2.7729127128956064,5,7
2024-1209130,670000.0,90.0,4.0,75012,48.834972,2.400218,Appartement,12,7444.444444444444,4.186084232941625,2,7
2024-1209132,76800.0,19.0,1.0,75006,48.847538,2.323352,Appartement,6,4042.105263157895,2.042221979744567,3,7
2024-1209133,760400.0,77.0,3.0,75011,48.862827,2.372797,Appartement,11,9875.324675324677,1.9938768839278544,7,6
2024-1209134,160003.0,27.0,2.0,75012,48.844572,2.390262,Appartement,12,5926.037037037037,3.0915025315525133,2,6
2024-1209135,546200.0,67.0,3.0,75015,48.829287,2.301206,Appartement,15,8152.238805970149,4.438888919340752,1,7
2024-1209136,599000.0,91.0,4.0,75013,48.820082,2.345656,Appartement,13,6582.417582417583,3.674096603731272,5,7
2024-1209137,736000.0,59.0,3.0,75005,48.843369,2.35194,Appartement,5,12474.57627118644,1.0802857178887555,5,7
2024-1209139,2880000.0,280.0,9.0,75016,48.863575,2.274825,Appartement,16,10285.714285714286,5.623939849063522,6,7
2024-1209141,525000.0,59.0,3.0,75015,48.84699,2.299253,Appartement,15,8898.305084745763,3.772810896164327,1,6
2024-1209142,1473500.0,130.0,6.0,75016,48.850935,2.274069,Appartement,16,11334.615384615385,5.560387222954229,6,7
2024-1209143,158000.0,16.0,1.0,75012,48.848229,2.387054,Appartement,12,9875.0,2.7626196568580763,2,7
2024-1209145,170000.0,22.0,2.0,75011,48.862578,2.387101,Appartement,11,7727.272727272727,2.915724773533456,8,7
2024-1209147,1368000.0,114.0,5.0,75006,48.847163,2.319447,Appartement,6,12000.0,2.3278679779962657,3,7
2024-1209150,2748090.0,78.5,3.0,75014,48.836678,2.321297,Appartement,14,35007.51592356688,2.7759101057793245,3,7
2024-1209151,200000.0,34.0,1.0,75013,48.821948,2.367319,Appartement,13,5882.35294117647,3.6781344264722384,5,7
2024-1209152,910000.0,43.0,3.0,75011,48.863744,2.378953,Appartement,11,21162.79069767442,2.431819404066285,7,7
2024-1209154,295500.0,34.0,1.0,75016,48.846708,2.26198,Appartement,16,8691.176470588236,6.478322051998062,6,6
2024-1209155,457150.0,35.0,1.0,75007,48.850229,2.31845,Appartement,7,13061.42857142857,2.32890811573152,3,7
2024-1209157,6623500.0,94.5,4.0,75007,48.851528,2.312756,Appartement,7,70089.94708994709,2.7299273109319664,1,7
2024-1209158,195000.0,24.0,1.0,75013,48.829778,2.374584,Appartement,13,8125.0,3.147128748661592,5,7
2024-1209159,170000.0,17.0,1.0,75012,48.835221,2.399375,Appartement,12,10000.0,4.118664555295517,2,7
2024-1209161,280000.0,30.0,2.0,75012,48.836451,2.399416,Appartement,12,9333.333333333334,4.0574256951791225,2,7
2024-1209162,230000.0,23.0,1.0,75016,48.868025,2.274832,Appartement,16,10000.0,5.747079301224687,6,7
2024-1209163,400000.0,30.0,2.0,75013,48.836481,2.347789,Appartement,13,13333.333333333334,1.8439410429759409,5,7
2024-1209164,475000.0,50.0,3.0,75015,48.844067,2.298778,Appartement,15,9500.0,3.8774075872320046,1,6
2024-1209166,180000.0,22.0,1.0,75015,48.846854,2.309017,Appartement,15,8181.818181818182,3.0756133602032123,1,6
2024-1209167,130000.0,16.0,1.0,75014,48.823877,2.329805,Appartement,14,8125.0,3.559674812893647,3,7
2024-1209169,239000.0,25.0,1.0,75015,48.832293,2.303709,Appartement,15,9560.0,4.096026372711769,1,7
2024-1209170,218000.0,20.0,1.0,75011,48.869697,2.373088,Appartement,11,10900.0,2.5099086517339853,7,7
2024-1209172,75600.0,142.0,5.0,75007,48.85667,2.293048,Appartement,7,532.3943661971831,4.186704754045226,1,6
2024-1209174,464900.0,41.0,2.0,75012,48.838032,2.40284,Appartement,12,11339.024390243903,4.209636637035623,2,7
2024-1209176,620000.0,60.0,3.0,75014,48.828843,2.323222,Appartement,14,10333.333333333334,3.3250178251060545,3,7
2024-1209177,400000.0,34.0,1.0,75015,48.850761,2.290044,Appartement,15,11764.70588235294,4.393867983409113,1,6
2024-1209178,415000.0,30.0,2.0,75005,48.845936,2.349369,Appartement,5,13833.333333333334,0.7868367517564383,5,7
2024-1209179,415000.0,36.0,2.0,75011,48.858805,2.381861,Appartement,11,11527.777777777776,2.418712787702212,7,7
2024-1209180,3070000.0,184.0,6.0,75006,48.846508,2.331153,Appartement,6,16684.782608695652,1.5565530422997762,3,7
2024-1209181,470000.0,36.0,2.0,75006,48.85149,2.339593,Appartement,6,13055.555555555557,0.7797372371616138,3,7
2024-1209182,158000.0,35.0,2.0,75015,48.84314,2.310245,Appartement,15,4514.285714285715,3.108733424761277,1,7
2024-1209184,445000.0,42.0,2.0,75015,48.848948,2.289786,Appartement,15,10595.238095238095,4.428744501865351,1,7
2024-1209185,874000.0,114.0,5.0,75015,48.839106,2.281051,Appartement,15,7666.666666666667,5.276626452098499,6,7
2024-1209186,731780.0,51.0,2.0,75007,48.850157,2.31944,Appartement,7,14348.627450980392,2.258237793191011,3,7
2024-1209187,312200.0,23.0,1.0,75006,48.852528,2.334317,Appartement,6,13573.91304347826,1.1486596532268385,3,7
2024-1209188,840000.0,80.0,4.0,75011,48.855352,2.376449,Appartement,11,10500.0,1.9527019031717447,7,6
2024-1209190,305500.0,28.0,2.0,75012,48.83524,2.397215,Appartement,12,10910.714285714286,3.979671850764756,2,7
2024-1209192,324000.0,36.0,3.0,75014,48.831148,2.341012,Appartement,14,9000.0,2.517284840580696,5,7
2024-1209193,674850.0,55.0,3.0,75015,48.843126,2.30609,Appartement,15,12270.0,3.395427537044932,1,7
2024-1209194,910000.0,81.0,3.0,75005,48.839116,2.34842,Appartement,5,11234.567901234568,1.5481536088216017,5,7
2024-1209195,1290000.0,135.0,5.0,75013,48.821994,2.343722,Appartement,13,9555.555555555557,3.4781922028957166,5,7
2024-1209198,410000.0,41.0,2.0,75011,48.85793,2.371829,Appartement,11,10000.0,1.688515808380493,7,6
2024-1209199,312000.0,37.0,1.0,75014,48.839881,2.329919,Appartement,14,8432.432432432432,2.07056039313598,3,7
2024-1209200,640000.0,79.0,4.0,75011,48.853095,2.393865,Appartement,11,8101.265822784811,3.209419082321589,2,7
2024-1209201,310000.0,30.0,1.0,75016,48.875567,2.286491,Appartement,16,10333.333333333334,5.280014651690732,9,7
2024-1209202,90000.0,42.0,2.0,75013,48.833208,2.352034,Appartement,13,2142.8571428571427,2.205797878467081,5,7
2024-1209203,701100.0,80.0,3.0,75011,48.855949,2.375068,Appartement,11,8763.75,1.8631422838065528,7,7
2024-1209205,273600.0,20.0,1.0,75007,48.858401,2.30737,Appartement,7,13680.0,3.1761724205733497,1,6
2024-1209206,1319700.0,144.0,7.0,75012,48.839605,2.408076,Appartement,12,9164.583333333334,4.5031841417842005,2,7
2024-1209207,1700000.0,142.0,4.0,75016,48.866205,2.275934,Appartement,16,11971.830985915492,5.613789085029685,6,7
2024-1209208,17000.0,56.0,3.0,75012,48.848661,2.388534,Appartement,12,303.57142857142856,2.860464747674958,2,7
2024-1209209,200000.0,20.0,1.0,75016,48.839431,2.261171,Appartement,16,10000.0,6.672913348670117,6,7
2024-1209210,1074500.0,68.0,2.0,75007,48.855047,2.324826,Appartement,7,15801.470588235294,1.855841967458203,3,7
2024-1209212,2025450.0,120.0,3.0,75006,48.854267,2.339722,Appartement,6,16878.75,0.7650689647819167,3,7
2024-1209213,300000.0,29.0,2.0,75012,48.837433,2.393045,Appartement,12,10344.827586206897,3.5941790682847947,2,7
2024-1209215,690000.0,72.0,3.0,75005,48.839808,2.358771,Appartement,5,9583.333333333334,1.6011492617722265,5,7
2024-1209217,151500.0,21.0,1.0,75011,48.850619,2.384712,Appartement,11,7214.285714285715,2.5535434914392807,2,7
2024-1209219,369065.0,41.0,2.0,75015,48.846938,2.299621,Appartement,15,9001.585365853658,3.747350834805638,1,7
2024-1209220,273000.0,34.0,2.0,75013,48.827273,2.373804,Appartement,13,8029.411764705882,3.3494046749084507,5,7
2024-1209221,910000.0,78.0,3.0,75011,48.850436,2.395064,Appartement,11,11666.666666666666,3.309517836926632,2,7
2024-1209222,170000.0,23.0,1.0,75012,48.844133,2.404375,Appartement,12,7391.304347826087,4.099072047517995,2,7
2024-1209223,1200000.0,70.0,2.0,75016,48.843018,2.269967,Appartement,16,17142.85714285714,5.960495696833163,6,7
2024-1209224,220000.0,26.0,2.0,75012,48.844588,2.370325,Appartement,12,8461.538461538461,1.7569078061567711,7,7
2024-1209225,1255000.0,92.0,4.0,75016,48.858486,2.278751,Appartement,16,13641.304347826086,5.24825531732236,6,7
2024-1209226,1195000.0,88.0,4.0,75006,48.844,2.329849,Appartement,6,13579.545454545454,1.782030201966444,3,7
2024-1209227,361000.0,42.0,2.0,75016,48.845157,2.270873,Appartement,16,8595.238095238095,5.855132477883262,6,7
2024-1209228,909091.0,70.0,3.0,75007,48.857212,2.330871,Appartement,7,12987.014285714286,1.4758123395012537,3,7
2024-1209229,3221154.0,209.0,6.0,75007,48.850088,2.316776,Appartement,7,15412.22009569378,2.4523916438472937,3,7
2024-1209230,183700.0,18.0,1.0,75015,48.834167,2.294595,Appartement,15,10205.555555555557,4.563369651751884,1,7
2024-1209232,433200.0,44.0,1.0,75016,48.855322,2.274594,Appartement,16,9845.454545454546,5.52302818422771,6,7
2024-1209233,366000.0,33.0,2.0,75015,48.837903,2.28217,Appartement,15,11090.90909090909,5.239755212735731,6,6
2024-1209234,1240000.0,142.0,3.0,75016,48.874326,2.284491,Appartement,16,8732.394366197183,5.346617464769323,9,7
2024-1209236,253000.0,25.0,1.0,75016,48.841942,2.26334,Appartement,16,10120.0,6.459334353177994,6,6
2024-1209237,640000.0,70.0,3.0,75016,48.843899,2.257869,Appartement,16,9142.857142857143,6.816956801217028,6,7
2024-1209240,764000.0,85.0,1.0,75012,48.845788,2.406312,Appartement,12,8988.235294117647,4.197706293558777,2,6
2024-1209241,235000.0,27.0,2.0,75012,48.848757,2.386112,Appartement,12,8703.703703703704,2.684056144782528,2,7
2024-1209242,264000.0,39.0,2.0,75011,48.856689,2.378293,Appartement,11,6769.2307692307695,2.1102471393180657,7,7
2024-1209245,510000.0,40.0,3.0,75005,48.84114,2.339528,Appartement,5,12750.0,1.5252357212535577,3,7
2024-1209246,1784500.0,125.0,4.0,75011,48.862779,2.373865,Appartement,11,14276.0,2.0568509974609768,7,7
2024-1209247,2175650.0,190.0,8.0,75015,48.84719,2.306608,Appartement,15,11450.78947368421,3.2400431361718223,1,7
2024-1209248,1220000.0,130.0,5.0,75016,48.860673,2.267249,Appartement,16,9384.615384615385,6.1138793527384,6,6
2024-1209249,175000.0,23.0,1.0,75014,48.826952,2.333373,Appartement,14,7608.695652173913,3.141633677690917,3,7
2024-1209250,934000.0,78.0,4.0,75012,48.837259,2.391855,Appartement,12,11974.358974358976,3.527677017787426,2,6
2024-1209251,1280000.0,100.0,3.0,75016,48.855683,2.278298,Appartement,16,12800.0,5.254448391465038,6,7
2024-1209252,1050000.0,128.0,3.0,75014,48.838504,2.332737,Appartement,14,8203.125,2.047909910143125,3,7
2024-1209253,680000.0,78.0,3.0,75011,48.863249,2.378155,Appartement,11,8717.948717948719,2.354017663730492,7,7
2024-1209254,420000.0,35.0,1.0,75007,48.857211,2.301522,Appartement,7,12000.0,3.5775429839998485,1,6
2024-1209256,1230000.0,47.5,1.5,75007,48.85619,2.315814,Appartement,7,25894.736842105263,2.5261834223866524,3,6
2024-1209257,1225000.0,94.0,3.0,75006,48.850444,2.339504,Appartement,6,13031.91489361702,0.8188696738668715,3,7
2024-1209258,270000.0,29.0,2.0,75011,48.863088,2.367877,Appartement,11,9310.344827586208,1.7230073259713656,7,7
2024-1209259,340000.0,35.0,1.0,75011,48.862505,2.380932,Appartement,11,9714.285714285714,2.497589560631936,7,7
2024-1209260,700000.0,47.0,3.0,75006,48.846965,2.323057,Appartement,6,14893.617021276596,2.082500453089194,3,6
2024-1209261,280000.0,25.0,1.0,75011,48.858889,2.372551,Appartement,11,11200.0,1.7750578578631446,7,6
2024-1209262,393000.0,55.0,3.0,75015,48.842063,2.303502,Appartement,15,7145.454545454545,3.6132344139629904,1,7
2024-1209263,207600.0,26.0,2.0,75011,48.8653,2.366588,Appartement,11,7984.615384615385,1.8284496515301447,7,7
2024-1209264,869630.0,85.0,3.0,75012,48.838014,2.403266,Appartement,12,10230.941176470587,4.239074816143447,2,7
2024-1209265,130000.0,15.0,1.0,75012,48.836233,2.395597,Appartement,12,8666.666666666666,3.822234985204914,2,7
2024-1209266,400000.0,49.0,2.0,75015,48.841658,2.29207,Appartement,15,8163.265306122449,4.422591766769715,1,6
2024-1209267,240000.0,27.0,2.0,75015,48.846671,2.297791,Appartement,15,8888.888888888889,3.884421526636125,1,7
2024-1209269,277755.0,19.0,1.0,75007,48.85626,2.306905,Appartement,7,14618.684210526317,3.173734240872619,1,7
2024-1209272,1630000.0,188.0,8.0,75016,48.874995,2.289491,Appartement,16,8670.212765957447,5.056959664070585,9,7
2024-1209274,1443695.9,96.0,4.0,75012,48.845011,2.406883,Appartement,12,15038.498958333332,4.255948048599489,2,7
2024-1209275,658900.0,41.0,2.0,75007,48.851643,2.311236,Appartement,7,16070.731707317073,2.8402369548354462,1,7
2024-1209276,850000.0,65.0,3.0,75015,48.846829,2.307224,Appartement,15,13076.923076923076,3.2042549764699104,1,6
2024-1209277,534000.0,63.0,3.0,75015,48.84315,2.308523,Appartement,15,8476.190476190477,3.2265685294748137,1,7
2024-1209278,412500.0,42.0,2.0,75014,48.839312,2.320007,Appartement,14,9821.42857142857,2.670867682838016,3,6
2024-1209279,350000.0,35.0,2.0,75013,48.825271,2.347693,Appartement,13,10000.0,3.0879433976294925,5,7
2024-1209280,402400.0,30.0,1.0,75006,48.847752,2.330082,Appartement,6,13413.333333333334,1.5698752179219375,3,7
2024-1209282,505000.0,72.0,3.0,75015,48.837368,2.304015,Appartement,15,7013.888888888889,3.787457658641813,1,7
2024-1209283,730000.0,91.0,4.0,75012,48.847186,2.389925,Appartement,12,8021.978021978022,2.991981420523573,2,7
2024-1209285,1200000.0,98.0,4.0,75015,48.851347,2.299019,Appartement,15,12244.897959183674,3.73463786549519,1,7
2024-1209287,1705500.0,143.0,4.0,75007,48.849825,2.308933,Appartement,7,11926.573426573426,3.025452121176164,1,7
2024-1209288,635879.0,45.0,3.0,75006,48.852342,2.334736,Appartement,6,14130.644444444444,1.1191997106977911,3,7
2024-1209289,110000.0,25.0,1.0,75016,48.868067,2.291384,Appartement,16,4400.0,4.6036967930467485,9,7
2024-1209290,4000000.0,39.0,2.0,75012,48.836532,2.392384,Appartement,12,102564.10256410256,3.601776361829445,2,7
2024-1209291,312700.0,31.0,1.0,75015,48.836227,2.297714,Appartement,15,10087.09677419355,4.25653480948111,1,7
2024-1209292,555000.0,67.0,4.0,75012,48.843636,2.382299,Appartement,12,8283.58208955224,2.582593167900021,2,6
2024-1209296,125000.0,21.0,1.0,75015,48.846591,2.291881,Appartement,15,5952.380952380952,4.3118773816415255,1,6
2024-1209298,785000.0,85.0,2.0,75011,48.868048,2.371102,Appartement,11,9235.29411764706,2.276583536636474,7,7
2024-1209301,565000.0,57.0,3.0,75015,48.831332,2.302829,Appartement,15,9912.280701754386,4.2097064456545255,1,7
2024-1209302,285000.0,22.0,1.0,75005,48.845301,2.342806,Appartement,5,12954.545454545454,1.0049772808292778,5,7
2024-1209303,1570000.0,118.0,4.0,75016,48.870908,2.286977,Appartement,16,13305.084745762711,5.021943297415858,9,7
2024-1209306,1150000.0,63.0,2.0,75007,48.857526,2.321961,Appartement,7,18253.96825396825,2.112226198163357,3,7
2024-1209307,490000.0,27.0,2.0,75012,48.845949,2.389534,Appartement,12,18148.14814814815,2.9970970120372007,2,7
2024-1209308,280000.0,30.0,2.0,75006,48.853464,2.335867,Appartement,6,9333.333333333334,1.0353296337478073,3,7
2024-1209309,420000.0,31.0,2.0,75007,48.859242,2.300156,Appartement,7,13548.387096774191,3.712099695878872,1,7
2024-1209310,1100000.0,96.0,4.0,75011,48.856146,2.37966,Appartement,11,11458.333333333334,2.1980361666236687,7,7
2024-1209312,800000.0,95.0,4.0,75011,48.863797,2.371825,Appartement,11,8421.052631578947,1.997676399715624,7,7
2024-1209313,1515800.0,87.0,4.0,75006,48.854039,2.343256,Appartement,6,17422.988505747126,0.5067680162939379,3,7
2024-1209314,1060000.0,104.0,5.0,75011,48.86081,2.377009,Appartement,11,10192.307692307691,2.158389154662811,7,7
2024-1209315,240000.0,36.0,2.0,75011,48.860582,2.387805,Appartement,11,6666.666666666667,2.8914532191417366,2,7
2024-1209317,1100000.0,105.0,4.0,75015,48.837247,2.295721,Appartement,15,10476.190476190475,4.341068483046814,1,6
2024-1209318,499500.0,46.0,3.0,75012,48.848881,2.375459,Appartement,12,10858.695652173914,1.9182773883362,7,7
2024-1209319,310000.0,37.0,2.0,75012,48.846388,2.408988,Appartement,12,8378.378378378378,4.378342907097015,2,6
2024-1209320,2500000.0,278.0,7.0,75016,48.872829,2.278979,Appartement,16,8992.805755395684,5.643776884943409,9,7
2024-1209321,410000.0,41.0,2.0,75015,48.842316,2.289695,Appartement,15,10000.0,4.569838580116489,1,7
2024-1209323,2500000.0,278.0,6.0,75016,48.872829,2.278979,Appartement,16,8992.805755395684,5.643776884943409,9,7
2024-1209326,661025.0,49.0,2.0,75007,48.859439,2.307008,Appartement,7,13490.30612244898,3.225791005833241,1,6
